152,C8:EA:F8:45:D5:CB,2022-04-11 03:01:02,15691794,MTNHyNetflex 2.4Ghz,1659742778302,10,-81,10,0,,20,,,PSK,CCMP,\N
152,E2:41:36:DB:82:50,2022-04-11 03:01:02,15691794,Wlan-DB8250,730544538202,1,-76,1,0,,20,,,PSK,TKIP CCMP,\N
152,EC:8C:A2:24:56:E8,2022-04-11 03:01:02,15691794,Radisson_Guest,441917517,11,-82,11,0,,20,,,,,\N
194,4A:9D:D1:0D:08:86,2022-04-11 09:23:27,15706475,Milan,63400394327,6,-53,6,0,,20,,,PSK,CCMP,\N
194,70:6D:EC:0A:67:FE,2022-04-11 09:23:27,15706475,Lupin-LNCT-WiFi,189542784,1,-90,1,0,,20,,,,,\N
194,70:6D:EC:0A:6C:2A,2022-04-11 09:23:27,15706475,WiFiSoft-CloudMax,7267780672384,11,-68,11,0,,20,,,,,\N
194,70:6D:EC:0A:6C:5A,2022-04-11 09:23:27,15706475,Lupin-LNCT-WiFi,7267760199321,11,-61,11,0,,20,,,,,\N
194,70:6D:EC:0A:6D:3E,2022-04-11 09:23:27,15706475,Lupin-LNCT-WiFi,190054784,6,-86,6,0,,20,,,,,\N
194,70:6D:EC:0A:72:02,2022-04-11 09:23:27,15706475,Lupin-LNCT-WiFi,7267744603663,11,-71,11,0,,20,,,,,\N
194,70:6D:EC:0A:72:26,2022-04-11 09:23:27,15706475,Lupin-LNCT-WiFi,193652803,1,-56,1,0,,20,,,,,\N
194,70:6D:EC:0A:72:7E,2022-04-11 09:23:27,15706475,Lupin-LNCT-WiFi,193638784,1,-64,1,0,,20,,,,,\N
194,70:6D:EC:0A:77:82,2022-04-11 09:23:27,15706475,Lupin-LNCT-WiFi,194034201,1,-49,1,0,,20,,,,,\N
194,70:6D:EC:0A:79:A2,2022-04-11 09:23:27,15706475,Lupin-LNCT-WiFi,192529926,1,-46,1,0,,20,,,,,\N
194,70:6D:EC:5C:78:27,2022-04-11 09:23:27,15706475,Lupin-LNCT-WiFi,200056307,161,-66,127,0,0,20,161,0,,,\N
194,70:6D:EC:5C:78:7F,2022-04-11 09:23:27,15706475,Lupin-LNCT-WiFi,200014370,161,-87,127,0,0,20,161,0,,,\N
194,70:6D:EC:5C:78:83,2022-04-11 09:23:27,15706475,Lupin-LNCT-WiFi,200570664,165,-64,127,0,0,20,165,0,,,\N
194,70:6D:EC:5C:78:A3,2022-04-11 09:23:27,15706475,Lupin-LNCT-WiFi,198629106,149,-70,127,0,0,20,149,0,,,\N
194,72:6D:EC:0A:2E:DA,2022-04-11 09:23:27,15706475,Lupin-LNCT-WiFi,7267761421184,11,-77,11,0,,20,,,,,\N
194,72:6D:EC:0A:6C:2A,2022-04-11 09:23:27,15706475,WiFiSoft-SmartAP,7267780716199,11,-75,11,0,,20,,,PSK,CCMP,\N
194,76:6D:EC:0A:6C:2A,2022-04-11 09:23:27,15706475,WiFiSoft-Admin,7267780718543,11,-74,11,0,,20,,,PSK,CCMP,\N
194,A8:DA:0C:E2:B6:91,2022-04-11 09:23:27,15706475,Rizul_Shrivastava,176884838795,6,-90,6,0,,20,,,PSK,CCMP,\N
194,F8:0C:58:74:1F:C9,2022-04-11 09:23:27,15706475,Nahi duga bhai me,172367665,7,-89,7,0,,20,,,PSK,TKIP CCMP,\N
195,4A:9D:D1:0D:08:86,2022-04-11 09:23:36,15706477,Milan,63410800171,6,-84,6,0,,20,,,PSK,CCMP,\N
195,70:6D:EC:0A:67:FE,2022-04-11 09:23:36,15706477,Lupin-LNCT-WiFi,199885184,1,-88,1,0,,20,,,,,\N
195,70:6D:EC:0A:6C:2A,2022-04-11 09:23:36,15706477,WiFiSoft-CloudMax,7267791121408,11,-83,11,0,,20,,,,,\N
195,70:6D:EC:0A:6C:5A,2022-04-11 09:23:36,15706477,Lupin-LNCT-WiFi,7267770604660,11,-65,11,0,,20,,,,,\N
195,70:6D:EC:0A:6D:3E,2022-04-11 09:23:36,15706477,Lupin-LNCT-WiFi,200499584,6,-86,6,0,,20,,,,,\N
195,70:6D:EC:0A:71:B2,2022-04-11 09:23:36,15706477,Lupin-LNCT-WiFi,203153284,2,-51,2,0,,20,,,,,\N
195,70:6D:EC:0A:71:B6,2022-04-11 09:23:36,15706477,Lupin-LNCT-WiFi,200551591,6,-86,6,0,,20,,,,,\N
195,70:6D:EC:0A:72:02,2022-04-11 09:23:36,15706477,Lupin-LNCT-WiFi,7267755003076,11,-65,11,0,,20,,,,,\N
195,70:6D:EC:0A:72:26,2022-04-11 09:23:36,15706477,Lupin-LNCT-WiFi,204058568,1,-52,1,0,,20,,,,,\N
195,70:6D:EC:0A:72:7E,2022-04-11 09:23:36,15706477,Lupin-LNCT-WiFi,204016701,1,-68,1,0,,20,,,,,\N
195,70:6D:EC:0A:77:D6,2022-04-11 09:23:36,15706477,Lupin-LNCT-WiFi,7267782823665,11,-83,11,0,,20,,,,,\N
